description,salary_usd,country
"Mid-Level 5+ years Developer, full-stack JavaScript Python SQL Amazon Web Services (AWS) MongoDB MySQL Addis Ababa Ethiopia",21818,ET
"Senior 10+ years Developer, full-stack Dart HTML/CSS JavaScript Swift Firebase Heroku PostgreSQL Redis Hybrid Lagos Nigeria",6000,NG
"Mid-Level 4+ years Developer, back-end Bash/Shell (all shells) Java JavaScript Python Google Cloud PostgreSQL Hybrid Kampala Uganda",9730,UG
"Intern 0+ years Engineer, site reliability Bash/Shell (all shells) Python Amazon Web Services (AWS) Dynamodb MySQL Remote Lagos Nigeria",53333,NG
Senior 6+ years Product manager HTML/CSS Java JavaScript Kotlin Amazon Web Services (AWS) Cloudflare MariaDB MySQL Nairobi Kenya,17143,KE
Mid-Level 3+ years Project manager C C++ HTML/CSS Java Cloudflare Digital Ocean Firebase Realtime Database MariaDB Hybrid Dar es Salaam Tanzania,5000,TZ
"Lead 20+ years Engineer, data Go HTML/CSS Java JavaScript Amazon Web Services (AWS) Digital Ocean BigQuery Cassandra Remote Lagos Nigeria",80000,NG
"Senior 8+ years Developer, back-end C# Dart JavaScript SQL Firebase Google Cloud Microsoft SQL Server MySQL Remote Lagos Nigeria",37778,NG
"Junior 2+ years Developer, full-stack JavaScript Rust SQL TypeScript Amazon Web Services (AWS) Cloudflare MongoDB MySQL Remote Lagos Nigeria",10800,NG
"Mid-Level 3+ years Developer, back-end Go JavaScript MATLAB Python Digital Ocean Cockroachdb MongoDB Addis Ababa Ethiopia",9091,ET
"Junior 1+ years Developer, full-stack C# Dart HTML/CSS JavaScript Firebase Firebase Realtime Database Microsoft SQL Server Accra Ghana",3652,GH
"Lead 13+ years Developer, back-end Assembly PHP Rust Scala Digital Ocean Linode, now Akamai Cassandra MariaDB Hybrid Lagos Nigeria",35556,NG
"Mid-Level 3+ years Developer, front-end Bash/Shell (all shells) JavaScript TypeScript Amazon Web Services (AWS) Netlify MongoDB PostgreSQL Remote Dar es Salaam Tanzania",8000,TZ
"Mid-Level 3+ years Developer, full-stack HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Firebase Cloud Firestore MongoDB Hybrid Addis Ababa Ethiopia",3055,ET
"Senior 6+ years Developer, full-stack C# Go HTML/CSS JavaScript Digital Ocean Microsoft Azure Microsoft SQL Server PostgreSQL Remote Accra Ghana",6087,GH
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Cloudflare MySQL Hybrid Accra Ghana",4348,GH
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Google Cloud BigQuery MongoDB Remote Lagos Nigeria",5556,NG
"Senior 6+ years Developer, full-stack Elixir Haskell Digital Ocean Fly.io PostgreSQL SQLite Remote Nairobi Kenya",48000,KE
"Senior 8+ years Developer, full-stack Dart HTML/CSS JavaScript PHP Amazon Web Services (AWS) Digital Ocean Cloud Firestore Firebase Realtime Database Hybrid Nairobi Kenya",57143,KE
"Mid-Level 3+ years Developer, back-end C# Java Python R Amazon Web Services (AWS) Firebase BigQuery Firebase Realtime Database Nairobi Kenya",5000,KE
"Junior 2+ years Developer, front-end HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Firebase Cloud Firestore MongoDB Remote Accra Ghana",42000,GH
Senior 9+ years Cloud infrastructure engineer Go HTML/CSS JavaScript Python Amazon Web Services (AWS) Cloudflare Cassandra Dynamodb Remote Nairobi Kenya,92857,KE
"Mid-Level 4+ years Developer, back-end Bash/Shell (all shells) HTML/CSS Java JavaScript Amazon Web Services (AWS) Google Cloud MariaDB MySQL Remote Kampala Uganda",37297,UG
"Mid-Level 4+ years Developer, front-end Dart HTML/CSS Java JavaScript Heroku Microsoft Azure MongoDB PostgreSQL Remote Lagos Nigeria",4667,NG
Mid-Level 3+ years Security professional HTML/CSS JavaScript Python SQL Amazon Web Services (AWS) Dynamodb Hybrid Kampala Uganda,35676,UG
"Mid-Level 4+ years Developer, mobile C C++ Kotlin Python Amazon Web Services (AWS) Firebase Firebase Realtime Database SQLite Remote Nairobi Kenya",14286,KE
"Mid-Level 5+ years Developer, back-end HTML/CSS JavaScript Python Solidity Amazon Web Services (AWS) Digital Ocean MongoDB MySQL Remote Lagos Nigeria",13333,NG
"Mid-Level 4+ years Developer, mobile Java JavaScript TypeScript Amazon Web Services (AWS) Firebase Cloud Firestore Firebase Realtime Database Remote Lagos Nigeria",67200,NG
"Junior 2+ years Developer, back-end HTML/CSS JavaScript Python TypeScript Digital Ocean Google Cloud PostgreSQL Redis Nairobi Kenya",9127,KE
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Digital Ocean Firebase MongoDB MySQL Remote Lagos Nigeria",100000,NG
"Mid-Level 5+ years Developer, back-end Bash/Shell (all shells) C# C++ Go Amazon Web Services (AWS) Firebase Cassandra Cosmos DB Remote Addis Ababa Ethiopia",54545,ET
Mid-Level 3+ years Cloud infrastructure engineer Go Python Ruby Amazon Web Services (AWS) Oracle Cloud Infrastructure (OCI) Hybrid Dar es Salaam Tanzania,158000,TZ
"Senior 7+ years Developer, mobile Kotlin Ruby SQL Amazon Web Services (AWS) Heroku PostgreSQL SQLite Remote Lagos Nigeria",84000,NG
"Senior 10+ years Developer, full-stack HTML/CSS JavaScript TypeScript MongoDB Hybrid Lagos Nigeria",7778,NG
"Senior 7+ years Developer, desktop or enterprise applications HTML/CSS JavaScript PHP Python Linode, now Akamai MariaDB MySQL Dar es Salaam Tanzania",20000,TZ
"Senior 7+ years Developer, back-end Bash/Shell (all shells) C# Dart JavaScript Amazon Web Services (AWS) Microsoft Azure Cosmos DB MariaDB Hybrid Dar es Salaam Tanzania",38400,TZ
"Mid-Level 4+ years Developer, full-stack Dart HTML/CSS Java JavaScript Amazon Web Services (AWS) Google Cloud MariaDB Microsoft SQL Server Hybrid Nairobi Kenya",8571,KE
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript Python TypeScript Cassandra MySQL Remote Lagos Nigeria",30000,NG
"Mid-Level 3+ years Developer, back-end Go Python SQL Amazon Web Services (AWS) Microsoft Azure MySQL PostgreSQL Hybrid Nairobi Kenya",16714,KE
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Microsoft Azure Microsoft SQL Server MongoDB Hybrid Lagos Nigeria",4444,NG
"Mid-Level 4+ years Developer, back-end HTML/CSS Python Ruby SQL Amazon Web Services (AWS) Cloudflare MongoDB MySQL Hybrid Lagos Nigeria",8889,NG
"Lead 19+ years Developer, full-stack Dart Java Python Scala Amazon Web Services (AWS) MySQL PostgreSQL Remote Lagos Nigeria",33333,NG
"Senior 6+ years Developer, front-end C# HTML/CSS JavaScript SQL Microsoft Azure Microsoft SQL Server MySQL Remote Addis Ababa Ethiopia",24000,ET
Mid-Level 5+ years Other (please specify): HTML/CSS JavaScript PowerShell Python Google Cloud Microsoft Azure Microsoft Access Microsoft SQL Server Lagos Nigeria,10000,NG
"Mid-Level 3+ years Developer, mobile Dart Java JavaScript Kotlin Firebase Google Cloud Cloud Firestore Firebase Realtime Database Hybrid Lagos Nigeria",7222,NG
"Senior 6+ years Developer, full-stack C# HTML/CSS JavaScript Cloudflare Firebase Cloud Firestore Microsoft SQL Server Hybrid Lagos Nigeria",4800,NG
"Mid-Level 5+ years Developer, mobile HTML/CSS Java JavaScript Kotlin Microsoft Azure MariaDB MySQL Remote Accra Ghana",6261,GH
"Lead 13+ years Developer, full-stack Bash/Shell (all shells) Groovy Java JavaScript MariaDB MySQL Remote Lagos Nigeria",8889,NG
"Senior 7+ years Developer, full-stack C# C++ Dart Java Heroku Netlify Microsoft SQL Server MySQL Remote Lagos Nigeria",15000,NG
"Senior 9+ years Developer, back-end Java Amazon Web Services (AWS) Google Cloud H2 MongoDB Remote Kampala Uganda",47676,UG
"Senior 8+ years Developer, mobile Python Swift Amazon Web Services (AWS) Cloudflare PostgreSQL Remote Accra Ghana",56000,GH
"Mid-Level 5+ years Developer, full-stack Dart Go JavaScript PHP Amazon Web Services (AWS) Digital Ocean Cloud Firestore Firebase Realtime Database Remote Lagos Nigeria",40000,NG
"Mid-Level 3+ years Developer, full-stack Dart HTML/CSS Java JavaScript Digital Ocean Firebase Firebase Realtime Database Microsoft SQL Server Remote Addis Ababa Ethiopia",4364,ET
"Senior 9+ years Developer, full-stack Assembly C# C++ HTML/CSS Amazon Web Services (AWS) Digital Ocean Microsoft SQL Server MongoDB Hybrid Addis Ababa Ethiopia",27273,ET
"Mid-Level 3+ years Developer, mobile Dart Java Kotlin Google Cloud Firebase Realtime Database MongoDB Nairobi Kenya",7143,KE
"Mid-Level 5+ years Developer, full-stack C# C++ Dart Java Amazon Web Services (AWS) Cloudflare BigQuery IBM DB2 Hybrid Kampala Uganda",5405,UG
"Senior 7+ years Developer, full-stack Dart Go Python Amazon Web Services (AWS) Cloudflare Cloud Firestore Couchbase Remote Nairobi Kenya",42857,KE
"Mid-Level 3+ years Developer, back-end HTML/CSS JavaScript PHP Amazon Web Services (AWS) Digital Ocean Elasticsearch MySQL Hybrid Lagos Nigeria",5333,NG
"Mid-Level 3+ years Developer, front-end HTML/CSS JavaScript Python Ruby Google Cloud Remote Lagos Nigeria",60000,NG
"Lead 13+ years Senior Executive (C-Suite, VP, etc.) JavaScript Python SQL Amazon Web Services (AWS) MongoDB PostgreSQL Remote Nairobi Kenya",33429,KE
"Senior 8+ years Developer, full-stack C C++ HTML/CSS Java Amazon Web Services (AWS) Cloudflare BigQuery Firebase Realtime Database Remote Lagos Nigeria",6667,NG
"Mid-Level 4+ years Developer, full-stack C C# C++ HTML/CSS Firebase Google Cloud Cloud Firestore Firebase Realtime Database Remote Lagos Nigeria",8889,NG
"Junior 2+ years Developer, front-end HTML/CSS JavaScript TypeScript Vercel Hybrid Addis Ababa Ethiopia",3500,ET
Mid-Level 3+ years Developer Advocate C++ HTML/CSS Python SQL Microsoft Azure Netlify Cosmos DB Hybrid Nairobi Kenya,28571,KE
"Mid-Level 5+ years Developer, full-stack C++ Dart HTML/CSS Java Amazon Web Services (AWS) Firebase Firebase Realtime Database MariaDB Remote Kigali Rwanda",43478,RW
"Senior 7+ years Developer, full-stack Bash/Shell (all shells) C# C++ HTML/CSS Cloudflare Digital Ocean MongoDB MySQL Hybrid Nairobi Kenya",60000,KE
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Cloudflare Digital Ocean Elasticsearch MySQL Remote Kampala Uganda",124800,UG
"Senior 7+ years Engineer, data Bash/Shell (all shells) C# PowerShell Python Amazon Web Services (AWS) Google Cloud BigQuery Microsoft SQL Server Hybrid Lagos Nigeria",38889,NG
Lead 12+ years Educator Bash/Shell (all shells) C C# C++ VMware BigQuery MariaDB Accra Ghana,3757,GH
"Junior 2+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PHP Amazon Web Services (AWS) Digital Ocean Cloud Firestore Firebase Realtime Database Remote Nairobi Kenya",8571,KE
"Junior 1+ years Developer, full-stack C# HTML/CSS JavaScript Python Google Cloud Microsoft Azure BigQuery Cosmos DB Kampala Uganda",16324,UG
"Mid-Level 4+ years Developer, full-stack HTML/CSS Java JavaScript SQL Amazon Web Services (AWS) Google Cloud Elasticsearch Firebase Realtime Database Remote Accra Ghana",3600,GH
"Mid-Level 4+ years Developer, front-end HTML/CSS JavaScript TypeScript Firebase Google Cloud Hybrid Lagos Nigeria",13333,NG
"Senior 6+ years Developer, front-end C++ HTML/CSS JavaScript VBA Netlify Vercel Hybrid Lagos Nigeria",8547,NG
"Mid-Level 4+ years Developer, full-stack C++ Go Java JavaScript Amazon Web Services (AWS) Digital Ocean MariaDB MySQL Nairobi Kenya",9286,KE
"Senior 7+ years Developer, mobile Java JavaScript Kotlin Python Firebase PostgreSQL SQLite Remote Kampala Uganda",54000,UG
"Junior 1+ years Developer, full-stack C# HTML/CSS Python VBA Microsoft Azure PostgreSQL Kampala Uganda",8108,UG
"Mid-Level 3+ years Developer, back-end C# HTML/CSS Java JavaScript Microsoft Azure Microsoft SQL Server MongoDB Remote Lagos Nigeria",4778,NG
"Mid-Level 4+ years Developer, mobile C# C++ Dart Java Amazon Web Services (AWS) Digital Ocean Cloud Firestore Firebase Realtime Database Remote Accra Ghana",25000,GH
"Junior 1+ years Developer, front-end Go JavaScript Lua Python Firebase Heroku Firebase Realtime Database MongoDB Remote Lagos Nigeria",20000,NG
"Senior 7+ years Developer, full-stack Go HTML/CSS JavaScript Python Linode, now Akamai MariaDB MongoDB Remote Nairobi Kenya",30000,KE
Senior 7+ years Developer Experience Bash/Shell (all shells) Elixir JavaScript Python Amazon Web Services (AWS) Cloudflare Elasticsearch MongoDB Hybrid Nairobi Kenya,71429,KE
"Senior 8+ years Developer, back-end C# F# HTML/CSS TypeScript Microsoft SQL Server Hybrid Accra Ghana",66000,GH
Mid-Level 4+ years Project manager Bash/Shell (all shells) C C++ HTML/CSS MySQL Hybrid Kigali Rwanda,14000,RW
"Mid-Level 3+ years Developer, front-end Dart HTML/CSS JavaScript TypeScript Managed Hosting MongoDB PostgreSQL Dar es Salaam Tanzania",12000,TZ
"Junior 2+ years Developer, full-stack HTML/CSS Java JavaScript PHP Amazon Web Services (AWS) Netlify Cockroachdb MySQL Hybrid Nairobi Kenya",8571,KE
"Lead 15+ years Developer, back-end Python Rust SQL Amazon Web Services (AWS) PostgreSQL Hybrid Nairobi Kenya",57143,KE
"Mid-Level 4+ years Developer, back-end JavaScript PHP SQL Digital Ocean Google Cloud MySQL PostgreSQL Hybrid Lagos Nigeria",5556,NG
Junior 1+ years Ada HTML/CSS BigQuery Lagos Nigeria,88889,NG
"Junior 2+ years Developer, front-end HTML/CSS JavaScript Python TypeScript Remote Kampala Uganda",5405,UG
"Mid-Level 4+ years Developer, full-stack Dart HTML/CSS Java JavaScript Amazon Web Services (AWS) Firebase Cloud Firestore Firebase Realtime Database Remote Kigali Rwanda",6261,RW
"Intern 0+ years Developer, front-end HTML/CSS JavaScript TypeScript Remote Lagos Nigeria",5000,NG
Junior 1+ years Other (please specify): OCaml Rust Remote Lagos Nigeria,19200,NG
"Junior 2+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Amazon Web Services (AWS) Vercel MongoDB PostgreSQL Hybrid Addis Ababa Ethiopia",16000,ET
"Mid-Level 3+ years Developer, full-stack C# HTML/CSS JavaScript PHP Microsoft Azure Elasticsearch Microsoft SQL Server Nairobi Kenya",25000,KE
"Mid-Level 4+ years Developer, back-end Bash/Shell (all shells) Go HTML/CSS Java Vercel H2 MongoDB Hybrid Nairobi Kenya",5000,KE
"Junior 1+ years Developer, full-stack HTML/CSS Java JavaScript SQL Microsoft SQL Server MySQL Lagos Nigeria",5667,NG
Mid-Level 4+ years Database administrator Assembly Bash/Shell (all shells) C C# Digital Ocean Google Cloud Cassandra Elasticsearch Remote Nairobi Kenya,56000,KE
"Mid-Level 3+ years Developer, full-stack JavaScript PHP SQL Heroku MySQL PostgreSQL Remote Lagos Nigeria",4444,NG
"Junior 2+ years Developer, front-end Bash/Shell (all shells) HTML/CSS JavaScript PowerShell Heroku Netlify Remote Lagos Nigeria",22222,NG
"Mid-Level 3+ years Developer, full-stack HTML/CSS JavaScript Python Amazon Web Services (AWS) Firebase BigQuery PostgreSQL Remote Kampala Uganda",9730,UG
"Lead 29+ years Developer, back-end JavaScript PHP Heroku MariaDB Hybrid Nairobi Kenya",10286,KE
"Mid-Level 3+ years Developer, full-stack C# C++ Dart HTML/CSS Digital Ocean Linode, now Akamai Cloud Firestore Firebase Realtime Database Remote Accra Ghana",20452,GH
"Mid-Level 4+ years Engineer, data Bash/Shell (all shells) JavaScript Python SQL Amazon Web Services (AWS) Dynamodb Elasticsearch Remote Lagos Nigeria",45000,NG
"Senior 8+ years Developer, full-stack C# Dart Go Java Amazon Web Services (AWS) Firebase Realtime Database H2 Hybrid Dar es Salaam Tanzania",28000,TZ
"Mid-Level 3+ years Developer, back-end HTML/CSS Python Amazon Web Services (AWS) Heroku MySQL PostgreSQL Remote Accra Ghana",4174,GH
"Mid-Level 3+ years Developer, front-end HTML/CSS JavaScript TypeScript Firebase Google Cloud MongoDB Remote Nairobi Kenya",14286,KE
"Senior 6+ years Developer, full-stack C# Dart HTML/CSS JavaScript Amazon Web Services (AWS) Firebase Cloud Firestore MySQL Remote Addis Ababa Ethiopia",96000,ET
"Mid-Level 3+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Google Cloud Heroku MongoDB MySQL Nairobi Kenya",3514,KE
"Mid-Level 4+ years Developer, full-stack HTML/CSS Java JavaScript Kotlin Digital Ocean Firebase Cloud Firestore MongoDB Remote Kampala Uganda",6486,UG
"Junior 1+ years Developer, front-end HTML/CSS JavaScript MySQL Nairobi Kenya",4714,KE
"Mid-Level 4+ years Developer, back-end Bash/Shell (all shells) Go JavaScript SQL Amazon Web Services (AWS) Google Cloud MongoDB MySQL Remote Lagos Nigeria",39600,NG
"Mid-Level 5+ years Developer, front-end HTML/CSS JavaScript Cloudflare Firebase MongoDB MySQL Dar es Salaam Tanzania",4800,TZ
Senior 7+ years Project manager HTML/CSS Java JavaScript Kotlin Cloudflare Digital Ocean MongoDB MySQL Hybrid Nairobi Kenya,70000,KE
"Mid-Level 5+ years Developer, back-end JavaScript PHP Ruby SQL Amazon Web Services (AWS) Digital Ocean Elasticsearch MariaDB Remote Lagos Nigeria",48000,NG
"Lead 18+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Amazon Web Services (AWS) Netlify MariaDB MongoDB Remote Addis Ababa Ethiopia",48000,ET
"Senior 6+ years Developer, full-stack HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Cloudflare Cloud Firestore Dynamodb Remote Kampala Uganda",40000,UG
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript Python SQL Amazon Web Services (AWS) Digital Ocean MariaDB MongoDB Remote Lagos Nigeria",5333,NG
"Mid-Level 5+ years Developer, full-stack Dart Java Kotlin PHP Amazon Web Services (AWS) Cloudflare MariaDB MySQL Hybrid Dar es Salaam Tanzania",5760,TZ
"Senior 6+ years Developer, full-stack JavaScript TypeScript Amazon Web Services (AWS) Cloudflare Cloud Firestore Cockroachdb Dar es Salaam Tanzania",6000,TZ
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript PHP Python Google Cloud MySQL SQLite Lagos Nigeria",3333,NG
"Senior 10+ years Developer, desktop or enterprise applications C# HTML/CSS JavaScript PowerShell Amazon Web Services (AWS) Firebase Microsoft SQL Server MongoDB Hybrid Lagos Nigeria",17778,NG
"Mid-Level 3+ years Developer, front-end HTML/CSS JavaScript Python AWS Heroku MongoDB MySQL Nairobi Kenya",8205,KE
"Mid-Level 3+ years Developer, mobile Nairobi Kenya",10256,KE
Senior 9+ years Data scientist or machine learning specialist HTML/CSS JavaScript Python R Heroku MySQL PostgreSQL Hybrid Nairobi Kenya,7692,KE
"Mid-Level 4+ years Developer, front-end Go HTML/CSS JavaScript Kotlin DigitalOcean Elasticsearch PostgreSQL Addis Ababa Ethiopia",5887,ET
"Intern 0+ years Developer, front-end HTML/CSS JavaScript TypeScript AWS Heroku DynamoDB MongoDB Lagos Nigeria",100000,NG
"Senior 8+ years Developer, mobile Java JavaScript Kotlin Swift AWS DigitalOcean MongoDB SQLite Accra Ghana",36585,GH
"Mid-Level 4+ years Developer, front-end HTML/CSS Java JavaScript PHP DigitalOcean Firebase MySQL PostgreSQL Accra Ghana",10244,GH
"Senior 7+ years Developer, front-end Dart HTML/CSS JavaScript Kotlin AWS DigitalOcean MariaDB MySQL Hybrid Dar es Salaam Tanzania",6724,TZ
"Mid-Level 4+ years Developer, full-stack C# HTML/CSS Java JavaScript Firebase Google Cloud Cloud Firestore Microsoft SQL Server Lagos Nigeria",62857,NG
"Mid-Level 5+ years Developer, back-end Bash/Shell JavaScript Python Rust AWS DigitalOcean PostgreSQL Redis Hybrid Lagos Nigeria",28571,NG
"Mid-Level 3+ years Developer, full-stack PHP DigitalOcean MariaDB MySQL Hybrid Nairobi Kenya",3077,KE
"Lead 11+ years Developer, full-stack Dart HTML/CSS Java JavaScript AWS DigitalOcean Cassandra MariaDB Hybrid Nairobi Kenya",41026,KE
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript Python Solidity AWS DynamoDB PostgreSQL Lagos Nigeria",5714,NG
"Mid-Level 3+ years Developer, back-end Bash/Shell HTML/CSS JavaScript Lua AWS Heroku Elasticsearch MariaDB Nairobi Kenya",4103,KE
"Senior 9+ years Developer, full-stack Java JavaScript SQL TypeScript DigitalOcean Google Cloud Couchbase MySQL Hybrid Nairobi Kenya",25641,KE
"Mid-Level 4+ years Developer, front-end Dart HTML/CSS JavaScript DigitalOcean Firebase Cloud Firestore MySQL Nairobi Kenya",6000,KE
"Junior 2+ years Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft Azure Microsoft SQL Server Lagos Nigeria",11429,NG
"Mid-Level 5+ years Developer, front-end HTML/CSS Java JavaScript PowerShell AWS Firebase CouchDB Cloud Firestore Lagos Nigeria",30000,NG
"Senior 8+ years Developer, full-stack Bash/Shell HTML/CSS JavaScript PHP AWS DigitalOcean MariaDB MongoDB Lagos Nigeria",35714,NG
"Mid-Level 5+ years Developer, front-end HTML/CSS JavaScript Python SQL AWS DigitalOcean MariaDB Microsoft SQL Server Hybrid Kigali Rwanda",17647,RW
Data scientist or machine learning specialist C# PHP PowerShell Python MariaDB MySQL Nairobi Kenya,15590,KE
"Mid-Level 5+ years Developer, front-end Dart HTML/CSS Java JavaScript DigitalOcean Linode Elasticsearch MariaDB Nairobi Kenya",10256,KE
"Mid-Level 3+ years Developer, front-end HTML/CSS JavaScript AWS Heroku Lagos Nigeria",19048,NG
"Junior 1+ years Developer, front-end HTML/CSS JavaScript Python DigitalOcean Heroku MongoDB MySQL Hybrid Kigali Rwanda",6824,RW
"Mid-Level 5+ years Developer, front-end Bash/Shell HTML/CSS Java JavaScript DigitalOcean Linode MySQL PostgreSQL Dar es Salaam Tanzania",4914,TZ
"Junior 2+ years Developer, front-end C# SQL Microsoft SQL Server Lagos Nigeria",4286,NG
Mid-Level 4+ years Data scientist or machine learning specialist JavaScript Python SAS SQL Heroku Microsoft Azure IBM DB2 Microsoft SQL Server Hybrid Lagos Nigeria,19048,NG
"Mid-Level 3+ years Developer, back-end HTML/CSS JavaScript Kotlin AWS Google Cloud DynamoDB MongoDB Nairobi Kenya",20513,KE
"Mid-Level 3+ years Developer, front-end Dart HTML/CSS JavaScript Python AWS Firebase MySQL PostgreSQL Hybrid Dar es Salaam Tanzania",3103,TZ
"Junior 1+ years Developer, desktop or enterprise applications HTML/CSS JavaScript Python SQL DigitalOcean Google Cloud MySQL PostgreSQL Accra Ghana",5854,GH
"Intern 0+ years Developer, front-end Bash/Shell C# Dart Go Managed Hosting MariaDB MySQL Hybrid Nairobi Kenya",13675,KE
"Mid-Level 4+ years Developer, back-end Go HTML/CSS JavaScript Python AWS DigitalOcean Elasticsearch MongoDB Lagos Nigeria",14857,NG
"Mid-Level 3+ years Developer, front-end HTML/CSS JavaScript Solidity TypeScript Microsoft Azure Lagos Nigeria",79029,NG
"Mid-Level 3+ years Developer, front-end HTML/CSS JavaScript TypeScript AWS DigitalOcean MySQL PostgreSQL Hybrid Kampala Uganda",8333,UG
"Developer, front-end JavaScript TypeScript Heroku MongoDB Nairobi Kenya",4800,KE
"Mid-Level 5+ years Developer, full-stack Groovy HTML/CSS Java JavaScript AWS DigitalOcean Cloud Firestore Elasticsearch Nairobi Kenya",29915,KE
"Mid-Level 3+ years Engineer, data Python AWS DigitalOcean MongoDB PostgreSQL Lagos Nigeria",10000,NG
"Senior 9+ years Developer, front-end Bash/Shell Go HTML/CSS JavaScript Google Cloud Heroku MariaDB MySQL Hybrid Lagos Nigeria",3714,NG
"Lead 17+ years Engineer, site reliability HTML/CSS JavaScript PHP AWS Heroku MongoDB MySQL Addis Ababa Ethiopia",43019,ET
"Mid-Level 3+ years Developer, full-stack Bash/Shell C# Erlang Go AWS Microsoft Azure Cassandra MariaDB Hybrid Kampala Uganda",6667,UG
"Mid-Level 4+ years Developer, front-end Dart HTML/CSS Java JavaScript AWS DigitalOcean Cloud Firestore MongoDB Lagos Nigeria",17143,NG
"Senior 7+ years Developer, back-end Ruby AWS Colocation Microsoft SQL Server PostgreSQL Hybrid Nairobi Kenya",30769,KE
"Mid-Level 4+ years Developer, front-end HTML/CSS JavaScript TypeScript AWS Google Cloud Cloud Firestore MySQL Accra Ghana",5854,GH
Senior 8+ years Data scientist or machine learning specialist C Java JavaScript Kotlin AWS Firebase Cassandra MariaDB Hybrid Kampala Uganda,10000,UG
"Senior 6+ years Developer, front-end Elixir HTML/CSS JavaScript Ruby AWS Heroku MongoDB PostgreSQL Nairobi Kenya",46800,KE
"Senior 7+ years Developer, full-stack C# HTML/CSS JavaScript SQL AWS Microsoft Azure Elasticsearch Microsoft SQL Server Hybrid Kigali Rwanda",70000,RW
"Senior 6+ years Developer, front-end HTML/CSS JavaScript PHP Python AWS MariaDB MySQL Lagos Nigeria",16640,NG
"Mid-Level 3+ years Developer, back-end C Dart Elixir HTML/CSS AWS Firebase Cloud Firestore MariaDB Nairobi Kenya",5128,KE
Senior 8+ years DevOps specialist Go Groovy HTML/CSS Java AWS DigitalOcean Cassandra DynamoDB Nairobi Kenya,85470,KE
"Developer, front-end C++ HTML/CSS JavaScript SQL AWS MySQL Nairobi Kenya",3077,KE
"Junior 2+ years Developer, front-end HTML/CSS JavaScript Python TypeScript AWS Firebase PostgreSQL Accra Ghana",14634,GH
"Lead 11+ years Developer, front-end C# Dart HTML/CSS JavaScript DigitalOcean Microsoft Azure Microsoft SQL Server MySQL Kampala Uganda",36667,UG
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript PHP SQL AWS Firebase MongoDB MySQL Hybrid Addis Ababa Ethiopia",4075,ET
"Lead 23+ years Developer, front-end C# PowerShell SQL AWS DigitalOcean Microsoft SQL Server MySQL Hybrid Dar es Salaam Tanzania",108000,TZ
"Junior 2+ years Developer, full-stack C# C++ Java JavaScript AWS Microsoft Azure Microsoft SQL Server MySQL Accra Ghana",6000,GH
"Junior 2+ years Developer, back-end C# HTML/CSS JavaScript Python Google Cloud Microsoft Azure Microsoft SQL Server MongoDB Hybrid Lagos Nigeria",8571,NG
"Senior 9+ years Developer, full-stack JavaScript PHP SQL TypeScript AWS MySQL Redis Nairobi Kenya",103000,KE
"Mid-Level 3+ years Developer, back-end Bash/Shell Dart Go HTML/CSS DigitalOcean Firebase Cloud Firestore Firebase Realtime Database Lagos Nigeria",14286,NG
"Mid-Level 5+ years Developer, front-end HTML/CSS Java JavaScript SQL DigitalOcean Heroku MariaDB MongoDB Lagos Nigeria",3559,NG
"Mid-Level 4+ years Developer, front-end Dart HTML/CSS JavaScript Firebase Cloud Firestore Lagos Nigeria",4286,NG
"Senior 8+ years Developer, full-stack C# HTML/CSS JavaScript SQL Firebase Google Cloud Microsoft SQL Server PostgreSQL Hybrid Addis Ababa Ethiopia",18868,ET
"Mid-Level 5+ years Developer, mobile HTML/CSS Java JavaScript Kotlin AWS DigitalOcean Cloud Firestore MongoDB Hybrid Lagos Nigeria",28571,NG
"Junior 2+ years Developer, full-stack Elixir SQL AWS Google Cloud MySQL PostgreSQL Nairobi Kenya",60000,KE
"Senior 7+ years Developer, full-stack HTML/CSS Java JavaScript Python AWS DigitalOcean Elasticsearch MariaDB Hybrid Nairobi Kenya",35897,KE
Lead 35+ years Other (please specify): Bash/Shell JavaScript Microsoft Azure MongoDB Nairobi Kenya,135802,KE
"Mid-Level 5+ years Developer, back-end Elixir JavaScript PostgreSQL Lagos Nigeria",14286,NG
